,CensusTract,State,County,Urban,Pop2010,OHU2010,LATracts10,lapop10share,PovertyRate,MedianFamilyIncome,lahunvhalfshare,lasnaphalfshare,lakids1,Lat,Long
19,1035960200,Alabama,Conecuh County,0,1808,755,1,37.53,18.9,39970.0,2.71,21.89,407.0,31.5889624,-87.0102902
20,1035960300,Alabama,Conecuh County,0,1731,722,1,47.45,20.0,50188.0,8.7,14.68,381.0,31.3559372,-87.2429336
21,1035960400,Alabama,Conecuh County,0,3251,1424,1,28.48,17.1,44783.0,6.39,11.65,665.0,31.3411108,-87.0387457
22,1035960600,Alabama,Conecuh County,0,4667,1979,1,22.73,28.0,38657.0,2.21,17.27,512.0,31.3854843,-86.8079409
23,1037961100,Alabama,Coosa County,0,3927,1594,1,21.59,11.3,51719.0,2.73,11.65,819.0,33.0033478,-86.3347023
24,1037961200,Alabama,Coosa County,0,3656,1582,1,48.07,7.9,48015.0,3.68,7.6,672.0,32.824368,-86.1981046
25,1039961700,Alabama,Covington County,0,4032,1685,1,31.99,20.2,54824.0,2.36,13.55,853.0,31.3784363,-86.614981
26,1039962900,Alabama,Covington County,0,1846,753,1,47.8,9.8,79271.0,3.01,3.53,404.0,31.1195838,-86.5873825
27,1041963400,Alabama,Crenshaw County,0,1925,777,1,76.9,4.3,56852.0,6.86,18.54,489.0,31.8829739,-86.257977
28,1041963500,Alabama,Crenshaw County,0,1903,737,1,99.41,20.7,61466.0,3.08,14.79,471.0,31.9513689,-86.3662102
29,1041963600,Alabama,Crenshaw County,0,3180,1282,1,15.85,15.1,43021.0,5.69,18.74,601.0,31.7244285,-86.3608435
30,1043965700,Alabama,Cullman County,0,2652,1039,1,27.61,20.2,51477.0,3.39,12.8,614.0,33.9216781,-87.0105855
31,1045020100,Alabama,Dale County,0,3823,1538,1,17.56,16.0,56393.0,1.59,23.73,819.0,31.5551176,-85.6558628
32,1047956900,Alabama,Dallas County,0,2804,1145,1,76.53,38.7,40000.0,15.43,37.19,667.0,32.3256691,-87.2191795
33,1047957000,Alabama,Dallas County,0,1274,535,1,97.88,22.0,31133.0,9.22,24.05,318.0,32.1608409,-87.0492697
34,1053969800,Alabama,Escambia County,0,5955,2373,1,15.39,20.2,42191.0,1.95,15.57,1104.0,31.0992573,-86.9100675
35,1053970400,Alabama,Escambia County,0,5744,1108,1,16.27,18.9,57012.0,5.27,8.31,720.0,31.1860534,-87.4694458
36,1063060000,Alabama,Greene County,0,1814,753,1,77.32,40.3,30625.0,13.49,32.98,415.0,32.9586918,-88.0509235
37,1063060200,Alabama,Greene County,0,2821,1184,1,47.19,46.5,27167.0,11.24,48.14,711.0,32.6861323,-87.9472665
38,1065040000,Alabama,Hale County,0,3534,1370,1,22.8,18.2,55929.0,8.28,17.17,864.0,32.9331144,-87.55181
39,1065040100,Alabama,Hale County,0,1582,681,1,46.32,21.8,55764.0,6.53,16.23,331.0,32.8612587,-87.6980338
40,1065040500,Alabama,Hale County,0,1562,631,1,34.27,30.2,39605.0,15.53,28.49,382.0,32.5434531,-87.6369956
41,1069042000,Alabama,Houston County,0,5683,2315,1,10.67,19.1,52278.0,4.96,14.98,1226.0,31.0704936,-85.3000476
42,1071950400,Alabama,Jackson County,0,2119,839,1,79.86,21.9,48750.0,0.62,12.9,451.0,34.8787834,-86.2279366
43,1071950600,Alabama,Jackson County,0,5951,2389,1,12.11,19.2,52663.0,3.59,7.57,1098.0,34.7615314,-86.0476196
44,1073012200,Alabama,Jefferson County,0,4160,1065,1,71.0,10.8,64271.0,3.79,8.23,561.0,33.5798179,-87.1459195
45,1073014102,Alabama,Jefferson County,0,4918,1866,1,29.5,11.5,66563.0,4.82,4.8,1119.0,33.3897822,-87.181015
46,1077011300,Alabama,Lauderdale County,0,2353,943,1,34.86,13.9,47500.0,2.77,11.59,520.0,34.9389377,-88.0139285
47,1079979300,Alabama,Lawrence County,0,4615,1824,1,19.43,14.9,61437.0,5.89,14.1,1099.0,34.5666247,-87.418451
48,1079979900,Alabama,Lawrence County,0,1942,732,1,47.44,18.5,46071.0,2.96,10.88,489.0,34.4039525,-87.4562458
49,1081042102,Alabama,Lee County,0,6826,2517,1,7.78,14.2,65263.0,1.72,9.61,1714.0,32.5196744,-85.282319
50,1085781000,Alabama,Lowndes County,0,2932,1125,1,65.11,25.7,50833.0,12.35,29.14,713.0,32.2735003,-86.7188488
51,1085781200,Alabama,Lowndes County,0,2886,1116,1,63.58,31.4,46250.0,11.93,29.95,764.0,32.0302505,-86.5991625
52,1087232200,Alabama,Macon County,0,2309,880,1,65.04,30.2,48889.0,11.12,21.55,553.0,32.3575498,-85.8947986
53,1087232300,Alabama,Macon County,0,1750,718,1,34.26,24.3,42375.0,20.56,25.88,370.0,32.3127306,-85.6175595
54,1091973100,Alabama,Marengo County,0,2150,866,1,25.28,32.2,32833.0,8.96,22.59,418.0,32.3221147,-87.5970847
55,1091973200,Alabama,Marengo County,0,2473,938,1,45.42,32.1,46500.0,9.3,25.15,690.0,32.0620795,-87.7277351
56,1091973300,Alabama,Marengo County,0,2088,841,1,93.58,21.2,43698.0,4.4,12.64,485.0,32.0848433,-87.9458734
57,1097007202,Alabama,Mobile County,0,2771,1207,1,28.77,10.9,67750.0,0.76,4.64,469.0,30.3307418,-88.2017776
58,1099075600,Alabama,Monroe County,0,1341,572,1,100.0,46.5,31875.0,17.37,9.18,312.0,31.7554501,-87.1028419
59,1099075700,Alabama,Monroe County,0,1867,777,1,90.17,44.3,35481.0,11.59,17.89,451.0,31.7037951,-87.4301848
60,1099076200,Alabama,Monroe County,0,1814,722,1,59.12,30.9,45476.0,12.99,8.39,424.0,31.3250054,-87.5991274
61,1101005604,Alabama,Montgomery County,0,3533,1286,1,17.11,2.9,99088.0,1.27,6.17,850.0,32.2324153,-86.1000649
62,1101005700,Alabama,Montgomery County,0,1526,668,1,100.0,17.4,52813.0,2.76,18.91,281.0,32.0637296,-86.0722062
63,1101005800,Alabama,Montgomery County,0,2186,945,1,99.0,15.6,44955.0,5.7,18.62,394.0,32.0535009,-86.2470557
64,1101005901,Alabama,Montgomery County,0,4865,2019,1,17.8,22.8,61484.0,10.02,19.32,966.0,32.1989836,-86.3443631
65,1105686800,Alabama,Perry County,0,1055,467,1,45.68,36.3,23438.0,8.75,32.77,190.0,32.68497,-87.1236562
66,1105687000,Alabama,Perry County,0,5557,1932,1,9.86,43.3,35951.0,10.23,35.88,892.0,32.7209723,-87.3956331
67,1105687100,Alabama,Perry County,0,3979,1548,1,79.34,40.8,29018.0,21.83,43.77,1150.0,32.4878146,-87.40567
68,1111000100,Alabama,Randolph County,0,3615,1426,1,31.49,22.8,45545.0,8.25,17.36,862.0,33.4264515,-85.5226826
69,1111000200,Alabama,Randolph County,0,3251,1284,1,17.39,12.4,56447.0,3.83,12.89,787.0,33.3675306,-85.3379713
70,1111000600,Alabama,Randolph County,0,2112,773,1,58.53,23.3,43125.0,2.76,17.77,481.0,33.1594616,-85.567662
71,1113031000,Alabama,Russell County,0,3727,1439,1,17.26,10.3,62167.0,4.17,10.19,812.0,32.4286669,-85.2137543
72,1113031100,Alabama,Russell County,0,1873,855,1,100.0,23.9,39821.0,13.06,24.34,361.0,32.2687766,-85.349162
73,1113031200,Alabama,Russell County,0,3990,1584,1,35.37,13.4,60313.0,11.38,13.62,887.0,32.22919,-85.1493023
74,1119011400,Alabama,Sumter County,0,1850,742,1,99.12,24.4,48654.0,13.51,41.27,461.0,32.863881,-88.2623312
75,1123961900,Alabama,Tallapoosa County,0,2507,990,1,75.51,15.8,54327.0,2.04,6.86,561.0,33.0266188,-85.731304
76,1125010103,Alabama,Tuscaloosa County,0,6727,2512,1,32.6,9.0,80719.0,3.64,9.75,1805.0,33.4282413,-87.7207609
77,1129044000,Alabama,Washington County,0,4321,1651,1,13.53,13.8,58750.0,3.85,8.31,888.0,31.5344839,-88.2193508
78,1129044100,Alabama,Washington County,0,3353,1294,1,17.23,25.5,42375.0,5.48,17.03,822.0,31.4174426,-88.0504262
79,1129044300,Alabama,Washington County,0,2543,974,1,31.57,18.4,66250.0,6.42,15.85,661.0,31.2752589,-88.3110449
80,1131034700,Alabama,Wilcox County,0,1308,481,1,64.67,52.7,18750.0,24.54,39.22,386.0,32.14278,-87.411155
81,1131035100,Alabama,Wilcox County,0,3789,1411,1,59.21,26.1,45664.0,10.42,18.08,1081.0,31.9749634,-87.5597949
82,1131035200,Alabama,Wilcox County,0,2040,842,1,83.59,34.4,36375.0,8.78,26.87,435.0,31.8936393,-87.1386589
83,1133965900,Alabama,Winston County,0,2158,886,1,43.39,16.7,48472.0,3.24,10.21,473.0,34.0624519,-87.5440657
84,2013000100,Alaska,Aleutians East Borough,0,3141,553,1,39.05,15.4,77941.0,23.69,12.44,346.0,55.2437223,-161.9507485
85,2016000100,Alaska,Aleutians West Census Area,0,1185,285,1,100.0,16.6,61250.0,36.24,13.3,204.0,51.9594469,178.338813
86,2050000100,Alaska,Bethel Census Area,0,9483,2286,1,76.95,36.4,41250.0,78.89,53.35,3500.0,60.4122909,-162.6687595
87,2050000300,Alaska,Bethel Census Area,0,1450,469,1,100.0,27.6,45833.0,66.63,42.86,485.0,61.468804,-156.6922064
88,2060000100,Alaska,Bristol Bay Borough,0,997,423,1,56.31,5.8,98472.0,9.91,5.7,225.0,58.7313725,-156.9866122
89,2068000100,Alaska,Denali Borough,0,1826,806,1,99.98,16.9,102500.0,3.11,5.63,411.0,63.6827316,-150.0267191
90,2070000100,Alaska,Dillingham Census Area,0,2466,692,1,99.75,22.5,44808.0,67.67,45.03,896.0,59.5784312,-157.7440524
91,2090001700,Alaska,Fairbanks North Star Borough,0,1422,566,1,93.18,8.5,71989.0,0.94,3.73,382.0,64.5528318,-145.7004439
92,2100000100,Alaska,Haines Borough,0,2508,1149,1,20.69,9.0,76719.0,4.19,5.78,284.0,59.0999054,-135.5781024
93,2105000200,Alaska,Hoonah-Angoon Census Area,0,95,41,1,100.0,12.8,53750.0,23.08,19.23,14.0,59.398162,-135.8895065
94,2105000300,Alaska,Hoonah-Angoon Census Area,0,2055,872,1,99.36,9.6,73594.0,31.21,13.84,410.0,58.0764336,-135.1850997
95,2122000100,Alaska,Kenai Peninsula Borough,0,373,85,1,100.0,22.6,48125.0,26.53,36.73,50.0,60.1330992,-152.8251723
96,2122000200,Alaska,Kenai Peninsula Borough,0,5623,1969,1,41.03,16.3,79074.0,4.86,12.02,1392.0,60.8351246,-150.7233882
97,2122000300,Alaska,Kenai Peninsula Borough,0,895,431,1,100.0,5.7,76875.0,1.18,3.3,140.0,60.6087419,-149.4586399
98,2122000400,Alaska,Kenai Peninsula Borough,0,6497,2646,1,22.32,14.4,95594.0,3.53,7.15,1388.0,60.2407076,-150.6585136
99,2122000800,Alaska,Kenai Peninsula Borough,0,3724,1629,1,35.16,9.9,68681.0,2.73,9.25,677.0,59.9366199,-151.6674115
100,2122001100,Alaska,Kenai Peninsula Borough,0,3089,1229,1,44.55,13.7,78819.0,2.15,5.37,828.0,59.8068555,-151.1232895
101,2122001200,Alaska,Kenai Peninsula Borough,0,966,387,1,98.82,20.7,59808.0,29.6,17.87,254.0,59.3565642,-151.771544
102,2150000100,Alaska,Kodiak Island Borough,0,1832,700,1,89.13,16.0,91875.0,18.78,10.8,470.0,57.5536114,-153.6309109
103,2164000100,Alaska,Lake and Peninsula Borough,0,1631,553,1,100.0,15.9,48984.0,46.91,24.0,492.0,58.2050652,-156.7051884
104,2170000101,Alaska,Matanuska-Susitna Borough,0,620,297,1,46.7,29.3,72868.0,21.57,7.06,106.0,62.4087289,-150.4409337
105,2170000102,Alaska,Matanuska-Susitna Borough,0,2181,1042,1,47.88,8.6,70313.0,3.88,6.96,381.0,62.3675813,-148.7858397
106,2170000200,Alaska,Matanuska-Susitna Borough,0,2050,671,1,60.25,16.6,59531.0,4.51,16.89,351.0,62.0062671,-147.5358782
107,2170000402,Alaska,Matanuska-Susitna Borough,0,2105,895,1,94.7,16.7,58188.0,0.58,11.99,440.0,61.8125227,-149.8559936
108,2180000100,Alaska,Nome Census Area,0,5725,1529,1,37.97,31.9,42500.0,73.79,42.29,1720.0,64.7836858,-164.1889119
109,2185000200,Alaska,North Slope Borough,0,2690,748,1,40.53,16.8,65962.0,59.74,18.78,616.0,69.5790095,-154.2222177
110,2185000300,Alaska,North Slope Borough,0,2527,1,1,98.33,1.2,0.0,0.0,0.0,0.0,70.1018857,-149.8673597
111,2188000100,Alaska,Northwest Arctic Borough,0,4322,965,1,79.47,30.6,45724.0,79.5,45.14,1464.0,67.0770478,-160.0167753
112,2198000100,Alaska,Prince of Wales-Hyder Census Area,0,1685,729,1,69.76,15.4,54688.0,11.47,14.74,281.0,55.5184905,-132.7447917
113,2198000300,Alaska,Prince of Wales-Hyder Census Area,0,87,48,1,100.0,0.0,0.0,0.0,0.0,10.0,55.9547008,-130.1839812
114,2240000100,Alaska,Southeast Fairbanks Census Area,0,2219,902,1,43.05,21.5,60337.0,11.93,13.49,465.0,63.8450778,-142.6414889
115,2240000400,Alaska,Southeast Fairbanks Census Area,0,4810,1665,1,23.6,5.5,88229.0,1.2,5.47,1191.0,63.9373904,-145.420325
116,2261000100,Alaska,Valdez-Cordova Census Area,0,2952,1249,1,67.68,12.8,74231.0,11.97,15.37,661.0,62.034479,-143.9221674
117,2261000300,Alaska,Valdez-Cordova Census Area,0,4420,1784,1,15.94,8.5,108554.0,5.84,1.27,547.0,60.6553471,-147.4091896
118,2275000300,Alaska,Wrangell City and Borough,0,2369,1053,1,21.35,7.8,71923.0,4.48,7.31,188.0,56.2791206,-132.0403255
119,2290000100,Alaska,Yukon-Koyukuk Census Area,0,1311,558,1,55.53,33.2,37250.0,50.79,30.29,205.0,66.9848103,-144.4691658
120,2290000200,Alaska,Yukon-Koyukuk Census Area,0,1461,595,1,100.0,19.0,63750.0,30.22,22.13,355.0,65.9920784,-150.7374061
121,2290000300,Alaska,Yukon-Koyukuk Census Area,0,1758,658,1,100.0,24.0,50132.0,53.45,31.48,528.0,65.3573446,-156.2150948
122,2290000400,Alaska,Yukon-Koyukuk Census Area,0,1058,406,1,100.0,27.4,46667.0,57.72,31.74,311.0,62.9228127,-156.9418757
123,4001942600,Arizona,Apache County,0,1578,447,1,100.0,39.6,33542.0,13.66,38.77,531.0,36.749477,-109.8578291
124,4001942700,Arizona,Apache County,0,5628,1700,1,100.0,39.6,30824.0,12.22,26.44,1867.0,36.7552563,-109.3680582
125,4001944000,Arizona,Apache County,0,6043,1821,1,24.22,42.0,34760.0,13.54,25.47,1977.0,35.9506832,-109.1461416
126,4001944100,Arizona,Apache County,0,5870,1632,1,99.91,48.4,29922.0,19.75,36.15,2077.0,36.3889115,-109.316317
127,4001944202,Arizona,Apache County,0,4053,1156,1,42.57,47.9,31500.0,13.44,29.5,1362.0,36.1673253,-109.4798551
128,4001944300,Arizona,Apache County,0,6958,2088,1,64.94,40.5,33681.0,16.47,39.45,2463.0,36.3848205,-109.8233129
129,4001944901,Arizona,Apache County,0,4021,1207,1,76.45,41.7,33456.0,20.62,27.96,1402.0,35.6217526,-109.3752943
130,4001944902,Arizona,Apache County,0,4853,1519,1,44.88,48.4,25947.0,23.61,31.23,1470.0,35.5760801,-109.7284117
131,4001945002,Arizona,Apache County,0,3916,1264,1,70.95,37.8,33958.0,16.59,27.57,1150.0,35.4164983,-109.1802743
132,4001945100,Arizona,Apache County,0,2221,644,1,100.0,37.7,34375.0,10.97,31.89,775.0,35.0870836,-109.3201073
133,4001970200,Arizona,Apache County,0,4990,2107,1,75.85,11.7,54591.0,2.83,9.13,809.0,34.6970843,-109.5067714
134,4001970502,Arizona,Apache County,0,4276,1709,1,50.17,14.1,71250.0,2.02,8.57,960.0,33.9271488,-109.5149038
135,4003000100,Arizona,Cochise County,0,1971,910,1,96.95,14.9,42467.0,2.75,11.77,366.0,32.1897342,-109.3988452
136,4003000201,Arizona,Cochise County,0,3747,1340,1,25.53,6.8,51302.0,1.03,6.83,996.0,32.2890902,-109.9160322
137,4003000203,Arizona,Cochise County,0,2740,1316,1,98.62,12.6,53350.0,5.37,6.46,383.0,32.0559187,-109.8118843
138,4003000302,Arizona,Cochise County,0,4851,2056,1,10.67,13.7,58217.0,4.86,12.97,1033.0,31.9018104,-110.2624324
139,4003000400,Arizona,Cochise County,0,2206,1071,1,97.91,14.0,45051.0,5.29,13.95,293.0,31.8238868,-109.9799891
140,4003000500,Arizona,Cochise County,0,5651,1497,1,52.95,17.0,52903.0,6.8,12.28,648.0,31.693002,-109.4347432
141,4003001300,Arizona,Cochise County,0,5613,2286,1,45.32,18.3,49629.0,4.15,25.05,1321.0,31.7018936,-110.3219057
142,4003002100,Arizona,Cochise County,0,5153,2063,1,61.32,6.8,72035.0,0.0,5.4,1115.0,31.3910203,-110.2627036
143,4005001500,Arizona,Coconino County,0,3186,1519,1,48.88,8.7,75574.0,0.15,6.67,463.0,34.8019504,-111.1794127
144,4005002200,Arizona,Coconino County,0,6457,2530,1,17.59,4.2,91599.0,0.53,6.3,1586.0,35.5776471,-111.7624697
145,4005002300,Arizona,Coconino County,0,6674,2688,1,78.38,9.3,81029.0,6.66,6.2,1134.0,35.7182452,-112.600369
146,4005942201,Arizona,Coconino County,0,4073,1048,1,62.51,27.1,46250.0,13.51,22.65,1368.0,36.5452151,-111.3261199
147,4005942202,Arizona,Coconino County,0,3813,962,1,99.69,33.5,39688.0,20.63,29.21,1433.0,36.7493591,-111.0190583
148,4005945000,Arizona,Coconino County,0,4180,1122,1,61.14,37.7,34107.0,16.71,37.47,1334.0,36.1799965,-111.5543698
149,4005945100,Arizona,Coconino County,0,3679,1062,1,96.69,28.4,47167.0,13.12,33.17,1128.0,35.7426632,-111.0304951
150,4007000100,Arizona,Gila County,0,2949,1496,1,98.21,7.6,54386.0,1.67,4.26,292.0,34.3038561,-111.5611326
151,4007000600,Arizona,Gila County,0,1640,779,1,81.18,22.1,48365.0,0.0,17.61,281.0,34.0978445,-111.0155688
152,4007000800,Arizona,Gila County,0,1281,619,1,43.41,18.1,37792.0,12.02,28.17,198.0,33.4527244,-110.9371149
153,4009940500,Arizona,Graham County,0,4780,1059,1,43.6,43.1,36250.0,24.34,49.69,1711.0,33.301443,-109.9890866
154,4009961600,Arizona,Graham County,0,3161,394,1,42.54,21.1,55000.0,1.5,2.56,233.0,32.6685429,-110.1186289
155,4011960300,Arizona,Greenlee County,0,2588,1023,1,98.35,18.9,61555.0,2.75,10.48,667.0,32.7537823,-109.1416554
156,4012020100,Arizona,La Paz County,0,2815,1323,1,99.84,19.2,52545.0,3.43,11.43,437.0,33.8615016,-113.6299066
157,4012020202,Arizona,La Paz County,0,647,367,1,99.11,5.1,58438.0,0.0,2.66,29.0,34.163907,-113.9915352
158,4012020501,Arizona,La Paz County,0,1984,1059,1,100.0,14.0,46845.0,3.51,11.21,164.0,33.6525942,-113.9501387
159,4012020502,Arizona,La Paz County,0,4388,2403,1,100.0,20.8,34494.0,11.45,9.74,297.0,33.7425935,-114.2145688
160,4012940300,Arizona,La Paz County,0,3997,1365,1,20.21,34.8,36909.0,7.93,25.78,907.0,33.8747753,-114.3598588
161,4013040515,Arizona,Maricopa County,0,4792,1950,1,54.57,23.3,69565.0,2.67,6.06,798.0,33.8374438,-113.0140904
162,4013040516,Arizona,Maricopa County,0,2856,1293,1,100.0,5.3,77440.0,2.02,3.92,379.0,33.6753252,-112.7257044
163,4013040517,Arizona,Maricopa County,0,7621,2506,1,40.28,11.3,69891.0,2.33,12.94,2148.0,33.7116252,-112.5256832
164,4013040518,Arizona,Maricopa County,0,6679,2323,1,10.9,4.5,79095.0,3.91,10.58,1881.0,33.8971148,-112.5122437
165,4013050603,Arizona,Maricopa County,0,4536,1492,1,100.0,15.8,57216.0,0.33,19.94,1396.0,33.3160515,-113.0617096
166,4013050604,Arizona,Maricopa County,0,3727,1176,1,72.71,20.1,58472.0,2.06,19.65,1176.0,33.3571015,-112.7694923
167,4013050605,Arizona,Maricopa County,0,5828,1836,1,11.29,4.0,87212.0,4.54,4.07,1451.0,33.5484373,-112.6462541
168,4013723305,Arizona,Maricopa County,0,2745,863,1,100.0,36.6,34306.0,9.27,29.18,848.0,32.9279061,-113.059593
169,4013723306,Arizona,Maricopa County,0,5259,59,1,99.97,14.7,0.0,0.0,20.0,52.0,32.9669269,-112.4340639
170,4013940700,Arizona,Maricopa County,0,151,38,1,100.0,16.8,0.0,33.33,43.59,51.0,32.5695914,-112.4175441
171,4015950100,Arizona,Mohave County,0,10851,2607,1,8.11,29.4,38607.0,0.58,21.0,2153.0,36.5168799,-113.3833611
172,4015950401,Arizona,Mohave County,0,2051,1017,1,100.0,46.9,46618.0,6.79,17.84,252.0,35.6093369,-114.1753849
173,4015950402,Arizona,Mohave County,0,3950,1931,1,98.4,14.2,53695.0,0.76,14.33,437.0,35.7877549,-114.2152054
174,4015950500,Arizona,Mohave County,0,1446,689,1,59.84,27.3,33323.0,8.18,20.0,265.0,35.3559562,-114.3620534
175,4015950600,Arizona,Mohave County,0,9029,3889,1,58.51,22.3,49601.0,5.69,17.92,1542.0,35.2357213,-114.2295379
176,4015954800,Arizona,Mohave County,0,7012,2571,1,74.83,18.0,54538.0,2.88,11.28,716.0,34.8405587,-113.7617762
177,4015955000,Arizona,Mohave County,0,5286,2097,1,18.39,23.5,47990.0,7.38,14.5,991.0,34.8434259,-114.5553254
178,4017940008,Arizona,Navajo County,0,1361,446,1,62.79,29.5,38750.0,14.78,28.77,402.0,36.292284,-110.2984644
179,4017940010,Arizona,Navajo County,0,3088,842,1,98.76,45.5,28167.0,26.1,47.3,1166.0,36.0219444,-110.1118653
180,4017940011,Arizona,Navajo County,0,2816,821,1,51.63,37.4,40052.0,16.44,33.94,998.0,36.1694977,-110.1756033
181,4017940012,Arizona,Navajo County,0,2759,831,1,98.78,35.9,47054.0,22.02,41.28,867.0,36.0383191,-110.6137878
182,4017940013,Arizona,Navajo County,0,4191,1210,1,100.0,42.0,36518.0,21.73,40.86,1367.0,35.7509151,-110.3264235
183,4017940014,Arizona,Navajo County,0,2750,786,1,98.98,50.6,25602.0,17.67,33.59,868.0,35.4148357,-110.0038573
184,4017940015,Arizona,Navajo County,0,4176,1158,1,99.7,39.0,35859.0,17.3,35.51,1328.0,35.3495902,-110.4416371
185,4017940100,Arizona,Navajo County,0,4096,1042,1,44.6,42.6,37045.0,17.26,41.69,1525.0,34.1330067,-110.3414721
186,4017942300,Arizona,Navajo County,0,2516,767,1,100.0,42.5,33125.0,14.88,27.77,764.0,36.6840509,-110.6114408
187,4017942400,Arizona,Navajo County,0,2362,730,1,71.89,53.4,22143.0,11.31,32.39,762.0,36.8522588,-110.1152414
188,4017960500,Arizona,Navajo County,0,4144,900,1,17.69,24.4,53640.0,6.34,29.21,868.0,34.8941297,-110.448289
189,4017963400,Arizona,Navajo County,0,3262,1249,1,38.54,22.7,43224.0,2.48,14.69,783.0,34.6202349,-109.9874597
190,4017963700,Arizona,Navajo County,0,1767,837,1,100.0,20.5,43000.0,3.51,8.25,238.0,34.409618,-110.5457694
191,4017964201,Arizona,Navajo County,0,1780,795,1,100.0,12.7,50306.0,0.0,11.69,323.0,34.4126384,-110.5865747
192,4017964202,Arizona,Navajo County,0,1627,582,1,98.18,18.5,39028.0,4.83,21.13,473.0,34.4058906,-110.5058876
193,4019004109,Arizona,Pima County,0,5304,1939,1,9.62,4.2,80625.0,0.14,7.34,1343.0,31.8894578,-110.6151641
194,4019004313,Arizona,Pima County,0,4864,1762,1,100.0,20.6,51488.0,3.71,20.66,1164.0,32.027364,-111.2708386
195,4019004316,Arizona,Pima County,0,3599,1381,1,36.75,12.8,52525.0,3.49,15.48,850.0,31.7500778,-111.3591984
196,4019004424,Arizona,Pima County,0,4270,1504,1,46.58,20.1,39944.0,2.31,27.1,1127.0,32.131615,-111.3141621
197,4019004425,Arizona,Pima County,0,6166,2350,1,30.98,12.4,64569.0,0.46,14.97,1440.0,32.3829457,-111.4550797
198,4019940600,Arizona,Pima County,0,1300,314,1,82.94,48.9,29250.0,28.28,41.0,400.0,32.2942119,-112.0374666
199,4019940700,Arizona,Pima County,0,1412,400,1,99.85,56.3,20909.0,33.96,43.37,474.0,32.1467601,-112.4666661
200,4019940800,Arizona,Pima County,0,4462,1218,1,94.83,52.3,26250.0,24.83,44.63,1497.0,31.9690517,-111.8293137
201,4021000201,Arizona,Pinal County,0,5469,2492,1,17.17,11.0,73459.0,3.69,2.7,856.0,33.3616857,-111.2381735
202,4021000802,Arizona,Pinal County,0,4154,1666,1,69.69,8.6,73438.0,0.0,5.83,988.0,32.7476259,-111.1996372
203,4021002200,Arizona,Pinal County,0,5250,2098,1,99.43,10.9,59632.0,4.32,10.1,1198.0,32.8316358,-110.8922659
204,4021002400,Arizona,Pinal County,0,1997,729,1,99.86,24.8,45357.0,7.29,22.1,513.0,32.823151,-110.5862655
205,4021941400,Arizona,Pinal County,0,8497,2660,1,34.59,24.9,50213.0,10.36,15.85,2507.0,32.7426854,-112.0121319
